Primary Key,Participant ID,Treatment Group,Error Type ,Error Explanation,Visual,Text,Text+Visual,None of the Above,Rank Explanation
313,5a68c6e431b87a0001c753d6,Visual,Log Neg,There were negative values in the data but the negatives were not recorded on the graph,3,2,1,4,i like that the visual clearly shows you the error and I like how the text explains this in detail so that you cannot mistake what the error is. (graph has shown up in this one - no graph/text/visual was showing up during the previous question)
316,5d7192103785810001af02a6,Text,Log Neg,There are negative values in the data but logarithmic scale is being used.,3,2,1,4,I prefer being able to see what's wrong along with more information text wise.
317,5c2677e6ec10810001431001,TextLint,Log Neg,Negative values in data while logarithmic scale is used.,3,2,1,4,"Most people don't know about logarithmic scales, so you would need the text and the visual to show the error."
318,5db5d65a57839d000d955bae,Visual,Log Neg,There are negative values in a logarithmic scale ,3,2,1,4,Text was the clearest
319,5cfeea9c4954fe00165895e0,Visual,Log Neg,There are negative values that should not exist due to the scale being used,3,2,1,4,Text + Visual gives the most information.  Just the visual requires the reader to guess what the specific issue is
320,5781511fad1a6c00014658b7,Text,Log Neg,There are negative values in the data but logarithmic scales have been used.,3,2,1,4,The visual and text was the best for showing errors because it explained it and showed where it had occured. The text is more useful than the visual on its own because it explains the issue and you should be able to figure out where it is.
322,5d7101657e53bd000148bdef,TextLint,Log Neg,There are negative values in the data but a logarithmic scale is being used ,3,1,2,4,Text is more useful due the complexity of the error 
323,5d456961810cac00011bbe28,TextLint,Log Neg,There are negative values in the data but a logarithmic scale is being used,3,1,2,4,Text is essential for this graph
324,5a6b4cd2d5d4cb0001d64740,Text,Log Neg,There are negative values in the data but a logarithmic scale is being used,3,2,1,4,"I think it's good to understand why an error is wrong, not just that an error is there. "
327,5d2249547afc290017e5a8f9,Text,Log Neg,"there are negative values in the data , but a logarithmic scale is being used ",3,2,1,4,text and visual clearly explained the error 
329,5dbc5143859674000ebbe28c,Visual,Log Neg,There are negative values in the data but a logarithmic scale is being used,3,2,1,4,I think text and visual is most helpful because the visual is loud and calls attention and the text explains. I think text helps more because this is a more complicated answer than the visual can portray
334,5beeda51555093000152d513,Text,Log Neg,there are negative values in the data but with logarithmic scale,3,2,1,4,same as the previous one
335,5d7929cc3dd8fd0001de3b98,TextLint,Log Neg,There are negative values used on a bar graph,3,1,2,4,The text is easy to understand even without the visual nod.
336,5ce91c637d2bca00171a6ea1,TextLint,Log Neg,"Negative values in the data, but a logarithmic scale is being used",3,2,1,4,"Text is always more explanatory and visual helps to understand the ideia, but alone is not so claryfying as the text"
337,5bfbf60d18430e000186a0b6,TextLint,Log Neg,"There are negative values in the data,but a logarithmic scale is being used",3,1,2,4,"Reading the text made it instantly clear what the problem was, where as the visual alone made me have think further!"
338,5dbe9709c964f836acbe159c,TextLint,Log Neg,negative values in the data but a lograithic scale is used,3,2,1,4,text and visa makes it clear that text or visual on their own wouldn't
339,5d90be048ff8b4001656a6d9,Text,Log Neg,The graph doesn't show the negative values correctly ,3,2,1,4,Textual explanations are clearer 
340,5c9178d3803bff0001fef762,Text,Log Neg,Logarithmic scale used with negative data,3,2,1,4,Image looks like part of the graph at first and doesn't show what is wrong right away
341,5dd0409d9ca8a312350a4118,Visual,Log Neg,There are negative values in data set but a logarithmic sclae is used. ,3,2,1,4,Visual and text needed to properly explain. 
342,5c3e3f65e466860001c4b785,Text,Log Neg,There are negative values in the data.,3,2,1,4,Being Told and shown explains the issue more clearly
345,5c1026b7e6eb4e0001b2863c,Text,Log Neg,"there are negative values in the data, but a logarithmic scale is being used",3,2,1,4,the visual helped to give a clearer explanation of the error 
346,5daa322a47b9d20017a2e968,Visual,Log Neg,negative values with logarithmic scaale,3,2,1,4,both are necessary for this one It's a bit hard to understand
347,5b222aff59f9620001c109cb,Visual,Log Neg,"there are negative values in the data, but a logarithmic scale is being used.",3,2,1,4,Best to explain with visual as well
348,5d3f1bbf5edc3a001853870e,Text,Log Neg,there are negative values in the data but a logaritmic scale is being used,3,2,1,4,Visual + text explaination made me understand it better
351,5d7f2045056b030015c3a60a,TextLint,Log Neg,negative ,3,2,1,4,text makes  everything cleaer  especially for somethingl iek that 
352,5d77eb3007e8770001acdef8,Visual,Log Neg,"No negative values, despite the logarithmic scale used",3,1,2,4,Text explained the error efficiently
353,5c7ead380ce9a10016fb5ebf,Visual,Log Neg,negative values in the data while a log scale is used.,3,1,2,4,I would not have picked that up without the text.
355,5d9a74f72aae4c031a29af9b,Visual,Log Neg,Negative values in a logartithmic scale.,3,2,1,4,"Text is neccesary, especially for people who don't know how a logarithmic scale works, that's why I think visual only is the least helpful."
357,5cf7cbe401a41f0017d1846f,TextLint,Log Neg,That there is an innappropriate scale being used.,3,2,1,4,I couldn't take any conclusions from the visual representations without the text.
359,5d4ad488dfd8230018fd0b45,Text,Log Neg,that there's a negative value in the data,3,2,1,4,both together make it easier to understand
360,5d349520c5edfe001af7c86b,Text,Log Neg,"there are negative values in the data, but a logarithmic scale being used ",3,2,1,4,the visual and text gave the most information 
365,5dbf7e6f5b87704112c41466,Visual,Log Neg,Visual (the negative values could not exist on a graph that was using log scaling).,3,2,1,4,"It was important to highlight the specific scaling of this graph, along with the textual explanation."
366,5c9d2bed010c73001706aeaa,Text,Log Neg,A logarithmic scale is being used with negative values.,3,1,2,4,"Sigh, again I say text is most impact, followed by text and visual, followed by visual. This is what I think."
367,5dc1978fdbf8200fe9537083,TextLint,Log Neg,there are negative values in the data but logariithmic scale is being used,3,2,1,4,The text and visual are the most helpful with the visual being the least
369,5d287be62a33c100167c93c6,Visual,Log Neg,There was negative values in the data but a logarithmic scale was being used,3,1,2,4,I wouldn't have known what was wrong without the text
371,5daf65969975f80015854b5e,Visual,Log Neg,Negative values with a scale that only is used for positive values,3,2,1,4,With the visual + text it is very easy to understand the error. Only with the visual i think it's very difficult to understand this one.
372,5c5e3853de929b0001a4d683,Text,Log Neg,"There are negative values in the data, but a logarithmic scale is being used",3,1,2,4,because the text helps to understand what is happening and with the visual you already fully understand
328,5c97f7ed18a759001648027a,Visual,Log Neg,"I am still unsure, there are negative values in the data but the graph is using a logarithmic scale",4,3,2,4,I am still unsure of the explanation 
330,5ce7f7ae2aa9590016af2ba7,Text,Log Neg,There are negative values in the data but a logarithmic scale is being used,4,3,1,4,"The text and visual provides the most information, one without the other makes the explanation confusing"
388,de,Text,Range,Text and visual ,1,3,2,4,The visuals are too confusing 
394,5cb72e7625f45e0017c31287,Visual,Range,Visual,1,2,3,4,Visual is most helpful graph
418,5d2c9ed0a0580000174a22bc,TextLint,Range,data goes off the chart,1,2,3,4,"Easy to see, search for text"
375,5a68c6e431b87a0001c753d6,Visual,Range,i can't see a graph?,2,3,4,4,I don't understand graphs too well as it is so found this confusing
377,56f340a6d70ab40006682a5e,Text,Range,The graph isn't tall enough to show the data.,2,1,3,4,"The text and visual is the best, followed by visual and then simple text because of how intuitive they are."
382,5781511fad1a6c00014658b7,Text,Range,The data point was higher than what the Y axis could display so it was off the graph.,2,1,3,4,Visual is easier to see than text because it points out the blunder immediately.
384,5d7101657e53bd000148bdef,TextLint,Range,The data is not included in the axes range ,2,1,3,4,text and visual combines the best of both methods but visual shows a clear method of depicturing the error   
390,5c97f7ed18a759001648027a,Visual,Range,"That the data shown on the graph is out of range of the axis, the information can not be read",2,1,3,4,"It was much easier for me to understand after seeing the text too, as the visual did not give me the full picture of the problem"
391,5dbc5143859674000ebbe28c,Visual,Range,The data is not included in the axes range,2,1,3,4,I think text and visual is most helpful because the visual is loud and calls attention and the text explains. I think visual helps more because it jumps out more than the text.
393,5bf716d84cf1db0001aa80d8,Visual,Range,"There has been an error on this page, there is no graph above",2,3,4,4,"There has been an error on this page, there is no graph above"
397,5d7929cc3dd8fd0001de3b98,TextLint,Range,The axis isn't long enough,2,1,3,4,It's nice to have a visual nod as well as text to explain the error.
398,5ce91c637d2bca00171a6ea1,TextLint,Range,No graph appeared in this section,2,3,4,4,No graph appeared in this section
405,5a49d6a06d85f80001c25bc4,TextLint,Range,"it says the data is not included in the axes range, but I don't really understand it",2,3,4,4,"I didn't understand this error at all - the graph doesn't make sense to me, but then neither does the error explanation"
408,5daa322a47b9d20017a2e968,Visual,Range,There is no graph available above.,2,3,4,4,I don't what is the problem may It's the technical problem because I can't see any graph above.
414,5d77eb3007e8770001acdef8,Visual,Range,Data is off the axes,2,3,4,4,I just know why it's got an error.
416,5d650ee54c485a00018c0747,Text,Range,Incomplete info,2,1,3,4,With the text and visual info you can have a better idea about what is happening
417,5d9a74f72aae4c031a29af9b,Visual,Range,The data doesn't fit in the range of the axes.,2,1,3,4,Text + visual let's you know the mistake and a clear indication of where it is.
421,5d4ad488dfd8230018fd0b45,Text,Range,that there was a lack in data above the 3.0 mark,2,1,3,4,Easier to understand with the text and visual together
422,5d349520c5edfe001af7c86b,Text,Range,the data is not included in the axes range ,2,1,3,4,the visual and text gave the most information 
431,5d287be62a33c100167c93c6,Visual,Range,The data is not included in the range of the axes,2,1,3,4,I was able to see visually the issue and the text helped me better understnad
433,5daf65969975f80015854b5e,Visual,Range,Missing data in axes range,2,1,3,4,With the visual + text it is very easy to understand the error.
376,5c6693d3a3636800013e2a5b,Visual,Range,Data is not illustrated in graph,3,1,2,4,The combination of both helps to clearly explain and direct to the error
378,5d7192103785810001af02a6,Text,Range,The data is not included in the axes range.,3,1,2,4,I think having more information about the error makes it easier to see the mistake.
379,5c2677e6ec10810001431001,TextLint,Range,Some data is not plotted on the graph,3,1,2,4,The visual by itself can be quite confusing as to what it means.
380,5db5d65a57839d000d955bae,Visual,Range,Axis range is too small,3,1,2,4,Visual doesn't show that the axis needs to be bigger.
381,5cfeea9c4954fe00165895e0,Visual,Range,The data goes off the graph,3,1,2,4,Text + Visual gives the most information.  Just the visual requires the reader to guess what the specific issue is
383,5d150669b296b500187df8f9,TextLint,Range,The data is off the chart and not in the axis range,3,1,2,4,You definitely need text here to demonstrate where the problem is.
386,5a6b4cd2d5d4cb0001d64740,Text,Range,The data is not included in the axes range,3,1,2,4,"I think it's good to understand why an error is wrong, not just that an error is there. "
387,5dc38919dcc83f28ec7970a9,Visual,Range,The chart doesn't show where the data is. ,3,1,2,4,"The text helps me see what's going on, and the visual confirms it."
389,5d2249547afc290017e5a8f9,Text,Range,the data was not included in the axes range,3,1,2,4,text shows the error and the visual corresponds to the error showing where the error is
392,5ce7f7ae2aa9590016af2ba7,Text,Range,The data is not included in the axes range,3,1,2,4,the text and visual provides the most information
395,5c613f2859ec1d0001fe6ea8,Visual,Range,The data is not included in the axes range,3,1,2,4,"Visual supported by text explains why we choose that error, only text is good but can be confusing, visual is also good but can be more confusing than text only"
396,5beeda51555093000152d513,Text,Range,there is no data in the axes ranges,3,1,2,4,same as the previous one
399,5bfbf60d18430e000186a0b6,TextLint,Range,The data is not included in the axes range,3,1,2,4,"This one needed both text and a visual marker to make it clear,as to the problem"
400,5dbe9709c964f836acbe159c,TextLint,Range,theres data not incuded in the axes range,3,1,2,4,the explantion helps explain the visual cue without the text its not as clear
401,5d90be048ff8b4001656a6d9,Text,Range,The data is not included in the axes range,3,1,2,4,Text explanations are much clearer without them it's a game of Pictionary
402,5c9178d3803bff0001fef762,Text,Range,Data not included in axes range,3,1,2,4,Image looks like part of the graph at first
403,5dd0409d9ca8a312350a4118,Visual,Range,Y axis did not go high enough for data range. ,3,1,2,4,Text plus visual best explains the problem.
406,5d70ec2138ac7e00012f817b,TextLint,Range,Visual,3,2,1,4,"The text itself is excellent to explain the problem with the graph. The Visual help is also good, however is not very intuitive."
407,5c1026b7e6eb4e0001b2863c,Text,Range,the data is not included in the axis range,3,2,1,4,the visual did not relly help me as i couldn't spot the error without the text
409,5b222aff59f9620001c109cb,Visual,Range,The line is not inside the chart,3,2,1,4,Text explains it
410,5d3f1bbf5edc3a001853870e,Text,Range,the data is not included in the axes range,3,2,1,4,When i read the explaination I better understood it.
411,5c665e1948985d0001f09675,Text,Range,the data is not included in the axes range,3,1,2,4,both text and visual are necessary as the arrow shows in which direction data is not added and text explains it
413,5d7f2045056b030015c3a60a,TextLint,Range,no graph,3,1,2,4,text makes  everything cleaer  especially for somethingl iek that 
415,5c7ead380ce9a10016fb5ebf,Visual,Range,That the steps on were inconsistent with one y axis and the other. One incremented faster than the other.,3,1,2,4,It helps to view the text when looking at the graphs.
419,5cf7cbe401a41f0017d1846f,TextLint,Range,Need bigger axes range to represent all the data.,3,1,2,4,The visual representation on its own can be ambiguous.
420,5c66cc9246bfc200019044b8,TextLint,Range,The axes don't have data.,3,1,2,4,"Again, text + visual method are the best and most understandable. Second is text because alteast it points out the error."
423,5bd9eb1b1dcc41000132ae7e,Visual,Range,The data is not included in the axis range,3,1,2,4,Text and visual help see the problem
424,5cab8cadd0f9c90016b178b0,TextLint,Range,There is no graph shown above.,3,1,2,4,"Visual helps to comprehend mistakes faster when they are used with text. However, only visuals might be confusing by itself, so I prefer text in second place."
425,5cd99cab568b5b0001cc6330,None,Range,That some values are not included inside the graph,3,1,2,4,You can easily see that in the graph there are some values outside the graph
427,5dbf7e6f5b87704112c41466,Visual,Range,There was missing data within the range of the axis.,3,1,2,4,The error was most easily expressed via text and the visualization on the Y-axis.
428,5c9d2bed010c73001706aeaa,Text,Range,Data is not included in the axes range.,3,2,1,4,"Once again this is what I think: Text is most impact, followed by text and visual, followed by visual. "
429,5dc1978fdbf8200fe9537083,TextLint,Range,The data is not included in the axes range,3,1,2,4,The text and visual explains and shows the problem and the visual is the least helpful
430,5d02e8a7c087120001942ae7,Visual,Range,The data is not included in the axes range,3,1,2,4,Option 1 gives more information explaining the issue. Option 2 helps more than option 3 which does not indicate much.
432,5c5f933f59ec1d0001fe64e7,TextLint,Range,Data was not included,3,1,2,4,The text was really helpful this time because it told the error that has happened in the image above
434,5c5e3853de929b0001a4d683,Text,Range,the data is not included in the axes range,3,2,1,4,because the text helps to understand what is happening and with the visual you already fully understand
404,5c3e3f65e466860001c4b785,Text,Range,Not sure,4,2,3,4,Im unsure about the error or it explaining the error to me.
373,5d5ef4b0cb2426001974ad74,TextLint,Range,Wrong values,,,,4,Wrong value
374,5c2d3ba4731cd10001b647d7,TextLint,Range,data in range is missing,,,,4,the visual is clear that there is data missing
385,5d456961810cac00011bbe28,TextLint,Range,"there is a missing graph in this question, please fix.",,,,4,"there is a missing graph in this question, please fix."
412,5cc99062d918560016acf,TextLint,Range,Visual,,,,4,Power scale should have had a bigger scale
426,5db396d5b449ad000cbfc38c,None,Range,(sorry but the graph doesn't load for me in this page),,,,4,(sorry but the graph doesn't load for me in this page)
261,5d456961810cac00011bbe28,TextLint,Rate,the two y axes change at different rates,1,2,3,4,visual is faster than text to understand concept.
264,de,Text,Rate,Text and visual ,1,3,2,4,The axis changing a different rates is confusing 
270,5cb72e7625f45e0017c31287,Visual,Rate,axes change at different rates,1,3,2,4,visual is most useful in this graph
303,5dbf7e6f5b87704112c41466,Visual,Rate,Visual (The two Y-axes could not co-exist on the same graph with differing units).,1,3,2,4,The visual + text method really helps highlight the issue with having two differing rates on double y-axes.
258,5781511fad1a6c00014658b7,Text,Rate,The two y-axes change at different rates,2,3,1,4,This is an error that may be less obvious so I think the visual cues are much more helpful than text on its own.
266,5c97f7ed18a759001648027a,Visual,Rate,The axis change at different rates,2,3,4,4,I am still unsure 
269,5bf716d84cf1db0001aa80d8,Visual,Rate,There is a problem with the rating of the two axes,2,3,1,4,I wouldn't necessarily understand text or visual on its own without context of what the graph is about
271,5c613f2859ec1d0001fe6ea8,Visual,Rate,the  two y-axes change at different rates,2,3,1,4,visual + text was the quicker to make me understand
275,5bfbf60d18430e000186a0b6,TextLint,Rate,The two axes change at different rates,2,1,3,4,Only the text helped this one. The visual aids are unclear
284,5daa322a47b9d20017a2e968,Visual,Rate,two y axis changes at different rate,2,3,1,4,It's bit hard to tell by only seeing the text and visual only so both are important in this one
306,5d02e8a7c087120001942ae7,Visual,Rate,The two-y axes change at different rates.,2,1,3,4,Option 1 is more ideal and others i would rank all last if i could. Option one give the most information that is required.
308,5c5f933f59ec1d0001fe64e7,TextLint,Rate,The axes change at different rates,2,3,1,4,The visual and text help seeing both at the same time because you can see the change in both.
249,5d5ef4b0cb2426001974ad74,TextLint,Rate,Wrong value,3,1,2,4,No prob
250,5c2d3ba4731cd10001b647d7,TextLint,Rate,axes change at different rates,3,2,1,4,the text explains the error clearly rather than a visual
251,5a68c6e431b87a0001c753d6,Visual,Rate,the numbers along each side change at different rates - data will be innacurate,3,2,1,4,as this error was more complicated it is definitely more beneficial to be shown the error as well as read an explanation of it
252,5c6693d3a3636800013e2a5b,Visual,Rate,Axis change at different rates ,3,1,2,4,"Again, I don;t feel that the visual is supporting error identification"
253,56f340a6d70ab40006682a5e,Text,Rate,The two axes change at different rates.,3,1,2,4,The visual didn't make much sense to me. I don't totally understand the problem either.
255,5c2677e6ec10810001431001,TextLint,Rate,The 2 y axis have a different rate of change,3,2,1,4,The visual is very confusing as to what it is trying to show.
256,5db5d65a57839d000d955bae,Visual,Rate,The axises have different rates,3,1,2,4,The visual made it clear there was an error with the axises but not what the error was
257,5cfeea9c4954fe00165895e0,Visual,Rate,The axes change at different rates,3,2,1,4,Text + Visual gives the most information.  Just the visual requires the reader to guess what the specific issue is
260,5d7101657e53bd000148bdef,TextLint,Rate,The axes change at different rates ,3,2,1,4,text and visual combines the best of both methods but text better outlines the detail of the error 
262,5a6b4cd2d5d4cb0001d64740,Text,Rate,The axes change at different rates,3,2,1,4,"I think it's good to understand why an error is wrong, not just that an error is there. "
263,5dc38919dcc83f28ec7970a9,Visual,Rate,There are two different y axes at different rates.,3,4,2,4,I have no idea what I'm looking at.
265,5d2249547afc290017e5a8f9,Text,Rate,the y-axes change at different rates ,3,1,2,4,the text explained how it was on about both y axis unlike text and vixual could have been misinterprted as the y an x axid. also the visual was confusing as it was messy and interrupted the results
267,5dbc5143859674000ebbe28c,Visual,Rate,The two y-axes change at different rates,3,1,2,4,"I think the text on the just text one was most informative, and the visual doesn't jump out as much."
272,5beeda51555093000152d513,Text,Rate,axis change at different rates,3,2,1,4,same as the previous one
273,5d7929cc3dd8fd0001de3b98,TextLint,Rate,The axes don't change at the same rate.,3,1,2,4,It's easy to locate the two axes and see why they are wrong.
274,5ce91c637d2bca00171a6ea1,TextLint,Rate,Two y-axes change at different rates,3,1,2,4,Visual may not be claryfying about the error. Visual was only understandable with the text
276,5dbe9709c964f836acbe159c,TextLint,Rate,the 2 y axis change at different rates,3,1,2,4,text makes the error clear. visual isnt tha obvious 
277,5d90be048ff8b4001656a6d9,Text,Rate,The two y axes change at different rates. ,3,1,2,4,"The text explanations clearly point out the error, but the visual one looks like a reading on the graph. "
278,5c9178d3803bff0001fef762,Text,Rate,The axes change at different rates,3,2,1,4,Image looks like part of the graph at first
279,5dd0409d9ca8a312350a4118,Visual,Rate,The y axes go up at different rates. ,3,1,2,4,"Text needed, visual just highlights where the problem is but not what the problem is. "
280,5c3e3f65e466860001c4b785,Text,Rate,the y axis are at different rates,3,2,1,4,being told and shown gives the best directions.
283,5c1026b7e6eb4e0001b2863c,Text,Rate,the axes change at different rates,3,2,1,4,"the visual does not make it obvious that the error is that the axes change at different rates, it just draws attention to them, whereas the text clearly explains it"
285,5b222aff59f9620001c109cb,Visual,Rate,The axes change at different rates,3,1,2,4,Text explains it so clearly
286,5d3f1bbf5edc3a001853870e,Text,Rate,the two y-axes change at different rates,3,1,2,4,I couldn't understand this visual explaination without seeing the text
287,5c665e1948985d0001f09675,Text,Rate,the axes change at different rates,3,1,2,4,visual is kind of confusing on the graph so text is necessary
288,5cc99062d918560016acf,TextLint,Rate,Text,3,1,2,4,The text explained more errors
289,5d7f2045056b030015c3a60a,TextLint,Rate,different rates,3,1,2,4,text makes  everything cleaer  especially for somethingl iek that 
290,5d77eb3007e8770001acdef8,Visual,Rate,Axes change at different rates,3,1,2,4,Text quickly explained the error and I understood it
291,5c7ead380ce9a10016fb5ebf,Visual,Rate,The two y-axes change at different rates.,3,2,1,4,It is much easier to see it with the help of text. Just looking at the image can make it very hard to catch errors.
292,5d650ee54c485a00018c0747,Text,Rate,No visual info,3,2,1,4,There was no visual info
293,5d9a74f72aae4c031a29af9b,Visual,Rate,Two y-axes that change at a different rate.,3,2,1,4,The visual cue gets lost in the graph so text is really necessary.
294,5d2c9ed0a0580000174a22bc,TextLint,Rate,Y axis is different on each side,3,1,2,4,"Pretty crappy visual, didn't even see it until I was ranking"
295,5cf7cbe401a41f0017d1846f,TextLint,Rate,The two y-axes change at different rates.,3,2,1,4,The visual representation is not informative enough to be presented on its own. The tex one is much clearer and makes sense on its own.
296,5c66cc9246bfc200019044b8,TextLint,Rate,The two Y axes chage at tdifferent rates.,3,1,2,4,"This time text was better because it was more clearer, but after that i immidetaly looked at the visual + text option so thats why i rank that second."
297,5d4ad488dfd8230018fd0b45,Text,Rate,it changes at different rates,3,2,1,4,clearer both together
298,5d349520c5edfe001af7c86b,Text,Rate,the axes change at different rates ,3,2,1,4,the visual and text gave the most information 
299,5bd9eb1b1dcc41000132ae7e,Visual,Rate,The axes change at different rates,3,2,1,4,The visual and text help show the error
300,5cab8cadd0f9c90016b178b0,TextLint,Rate,Units are different even though one graph is being used.,3,1,2,4,Text gives better understanding of the error.
301,5cd99cab568b5b0001cc6330,None,Rate,The axes change change at different rates,3,2,1,4,With visual and text you can see at best the error
302,5db396d5b449ad000cbfc38c,None,Rate,The Y axes are at different scale,3,1,2,4,"Text is the most to the point, while the red line visuals are making it a little bit confusing"
304,5c9d2bed010c73001706aeaa,Text,Rate,The axes change at different rates,3,1,2,4,"Text is most impact, followed by visual and text, followed by visual alone. That is what I think."
305,5dc1978fdbf8200fe9537083,TextLint,Rate,The axes chang at different rates,3,2,1,4,The visual and text are most helpful
307,5d287be62a33c100167c93c6,Visual,Rate,The two y-axes change at different rates,3,1,2,4,The words explained what was wrong
309,5daf65969975f80015854b5e,Visual,Rate,The axes change at different rates.,3,2,1,4,Easy to understand with all the methods.
254,5d7192103785810001af02a6,Text,Rate,The axes change at different rates.,4,1,2,4,The visual does nothing in my opinion. 
259,5d150669b296b500187df8f9,TextLint,Rate,The y axises change at different rates,4,1,3,4,I don't find the visual very helpful at all it just has scribbly lines. It is much easier to understand it in text
268,5ce7f7ae2aa9590016af2ba7,Text,Rate,The axes change at different rates,4,1,3,4,The visual looks confusing as it is unclear whether it is part of the original graph so the text alone is most useful
310,5c5e3853de929b0001a4d683,Text,Rate,the axes change at different rates,4,1,3,4,Only with the text helps to understand what is happening
281,5a49d6a06d85f80001c25bc4,TextLint,Rate,the 2 y axes are changing at different rates,,,,4,"I couldn't tell just by scribbling red lines randomly on the graph that it's supposed to be some kind of error. Also, I didn't realize this is even an issue to have a different change rates"
282,5d70ec2138ac7e00012f817b,TextLint,Rate,Visual,,,,4,In this case i think that visual method was the better way of showing the error because we can clearly see where it is
150,5ce91c637d2bca00171a6ea1,TextLint,Zero Axis,Axis does not start at zero,1,2,3,4,"In this case, visual is easier and quicker to understand "
170,5d2c9ed0a0580000174a22bc,TextLint,Zero Axis,Y axis doesn't start at 0,1,3,2,4,Pretty easy to see the mistake without reading the text
177,5cd99cab568b5b0001cc6330,None,Zero Axis,The y-axis should start at zero,1,3,2,4,You can see that the y-axis does not start at zero
178,5db396d5b449ad000cbfc38c,None,Zero Axis,The Y axis does not start with 0,1,3,2,4,Visual with the arrow already helps convey the message well
125,5d5ef4b0cb2426001974ad74,TextLint,Zero Axis,Wrong values,2,1,3,4,Values
128,5c6693d3a3636800013e2a5b,Visual,Zero Axis,Does not start at zero  and visual ,2,3,1,4,Well having a copy of both details makes it much clearer. Visual and text makes it easier for me to identify
129,56f340a6d70ab40006682a5e,Text,Zero Axis,The y-axis does not start at zero.,2,3,1,4,"The visual plus text makes it most clear, and the visual is intuitive enough on its own."
134,5781511fad1a6c00014658b7,Text,Zero Axis,the y axis doesn't start at 0,2,3,1,4,The visual helps because that could be easily missed by the eye.
138,5a6b4cd2d5d4cb0001d64740,Text,Zero Axis,The y-axis doesn't start at zero,2,3,1,4,"I think it's good to understand why an error is wrong, not just that an error is there. "
140,de,Text,Zero Axis,Text and visual ,2,3,1,4,The axis starting at 0 renders it useless 
142,5c97f7ed18a759001648027a,Visual,Zero Axis,"That the y axis does not start from zero, it starts at 200",2,1,3,4,"I think that the text was enough to instantly know the issue, the visual still doesn't make it 100% obvious"
143,5dbc5143859674000ebbe28c,Visual,Zero Axis,The y-axis does not start at zero,2,3,1,4,I think text and visual is most helpful because the visual is loud and calls attention and the text explains. I think visual helps more because it jumps out more than the text.
145,5bf716d84cf1db0001aa80d8,Visual,Zero Axis,The y axis doesn't start at 0,2,1,3,4,Text is fine for this as its quite straightforward
146,5cb72e7625f45e0017c31287,Visual,Zero Axis,Text+Visual,2,3,1,4,the textual description helps to understand and apply the visual one
157,5a49d6a06d85f80001c25bc4,TextLint,Zero Axis,y axis doesn't start at zero,2,1,3,4,"If i was already familiar with these errors, I would be OK with just the visual. But if this rating scheme is new, then I really need the text!"
158,5d70ec2138ac7e00012f817b,TextLint,Zero Axis,Visual,2,3,1,4,I chose Text+Visual because i think they support each other. It's easier for us to have both of them
163,5c665e1948985d0001f09675,Text,Zero Axis,Y axis does nor start at 0,2,3,1,4,It is easy to miss this error of not pointed out
166,5d77eb3007e8770001acdef8,Visual,Zero Axis,Y-axis doesn't start from zero,2,3,4,4,I knew right away it didn't start from 0
168,5d650ee54c485a00018c0747,Text,Zero Axis,The y do not start from 0,2,3,1,4,It helps to understand the problem easier
171,5cf7cbe401a41f0017d1846f,TextLint,Zero Axis,The y-axis does not start at zero,2,3,1,4,The visual representation can be ambiguous and so it's best to clarify with text.
173,5d4ad488dfd8230018fd0b45,Text,Zero Axis,that it doesn't start at 0,2,3,1,4,both together makes it easier but even just the visual makes it clear what's wrong
179,5dbf7e6f5b87704112c41466,Visual,Zero Axis,Visual,2,3,4,4,I personally cannot see the error in this graph.
182,5d02e8a7c087120001942ae7,Visual,Zero Axis,The y-axis does not start at zero,2,3,1,4,Option 1 gives the best information. Option 2 also explains the problem well while option 3 is the least effective.
184,5c5f933f59ec1d0001fe64e7,TextLint,Zero Axis,The y axis does not start at zero,2,3,1,4,"I ranked it above like this due to having images help you actually understand the error better versus having to read a text and not seeing, also with seeing an image without a explanation."
126,5c2d3ba4731cd10001b647d7,TextLint,Zero Axis,y axis doesn't start at 0,3,2,1,4,the text specifically calls out the error
127,5a68c6e431b87a0001c753d6,Visual,Zero Axis,y axis doesn't start at 0,3,2,1,4,combination of text and visual is helpful
130,5d7192103785810001af02a6,Text,Zero Axis,The y-axis does not start at zero.,3,2,1,4,I think having more information about the error makes it easier to see the mistake.
131,5c2677e6ec10810001431001,TextLint,Zero Axis,Y axis doesn't start at zero,3,2,1,4,The visual by itself can be up to interpretation as to what it means.
132,5db5d65a57839d000d955bae,Visual,Zero Axis,The y axis doesn't start at 0,3,2,1,4,The text immediately made clear what the error is and the visual also helped illustrate it but the visual on it's own wasn't very intuitive.
133,5cfeea9c4954fe00165895e0,Visual,Zero Axis,The Y axis does not start at zero,3,2,1,4,Text + Visual gives the most information.  Just the visual requires the reader to guess what the specific issue is
135,5d150669b296b500187df8f9,TextLint,Zero Axis,The y axis (vertical axis) does not start at 0. ,3,2,1,4,"I dont think the visual shows the problem very well, you need text too. "
136,5d7101657e53bd000148bdef,TextLint,Zero Axis,y-axis does not start at zero,3,2,1,4,text and visual combines the best of both methods 
137,5d456961810cac00011bbe28,TextLint,Zero Axis,the y-axis does not start at zero,3,1,2,4,In this case it's more important to read that the y-line has to start from 0 rather than desume it from the arrow.
139,5dc38919dcc83f28ec7970a9,Visual,Zero Axis,The y axis doesn't start at 0.,3,1,2,4,There's not much of a visual to see where the error is.
